Usia,Penghasilan,Status_Pekerjaan,Jumlah_Tanggungan,Riwayat_Kredit,Besar_Pinjaman,Jangka_Waktu,Layak
58,11,Swasta,0,Lancar,363,20,Layak
58,3,Swasta,0,Lancar,314,5,Tidak Layak
33,2,Tidak Bekerja,0,Lancar,118,15,Tidak Layak
50,19,Tidak Bekerja,2,Lancar,375,10,Tidak Layak
24,5,Tidak Bekerja,0,Lancar,176,10,Tidak Layak
54,4,Swasta,5,Lancar,379,15,Tidak Layak
42,10,Pelajar,4,Lancar,445,15,Tidak Layak
48,4,Swasta,1,Lancar,122,10,Tidak Layak
30,22,Tidak Bekerja,2,Lancar,397,5,Layak
37,15,Pelajar,5,Macet,287,15,Tidak Layak
31,22,Swasta,4,Lancar,181,25,Layak
28,14,Swasta,2,Lancar,411,5,Layak
29,23,Swasta,0,Lancar,188,15,Layak
36,10,Swasta,5,Macet,348,5,Tidak Layak
57,21,Pelajar,1,Macet,322,25,Tidak Layak
26,24,PNS,4,Lancar,301,25,Layak
32,10,PNS,5,Lancar,180,15,Layak
59,4,Pelajar,3,Lancar,194,25,Tidak Layak
28,1,PNS,4,Lancar,219,10,Tidak Layak
46,17,Swasta,3,Lancar,404,10,Layak
21,18,Tidak Bekerja,2,Lancar,249,5,Tidak Layak
24,1,Swasta,3,Lancar,230,20,Tidak Layak
48,20,PNS,0,Lancar,278,20,Layak
56,3,Pelajar,0,Lancar,465,20,Tidak Layak
57,9,Tidak Bekerja,4,Lancar,260,25,Layak
38,22,Swasta,4,Lancar,240,5,Layak
27,18,PNS,1,Lancar,106,25,Layak
20,1,Pelajar,0,Macet,133,15,Tidak Layak
41,5,Swasta,4,Lancar,224,20,Layak
36,5,Tidak Bekerja,2,Lancar,161,20,Layak
26,9,PNS,1,Lancar,267,15,Layak
44,7,PNS,1,Lancar,363,25,Layak
23,14,Tidak Bekerja,1,Lancar,263,25,Layak
55,21,Swasta,1,Lancar,295,10,Tidak Layak
25,15,Tidak Bekerja,1,Lancar,131,20,Layak
50,16,Wirausaha,5,Macet,70,20,Layak
38,5,Wirausaha,4,Lancar,265,20,Layak
58,13,Pelajar,2,Lancar,232,5,Tidak Layak
46,4,Wirausaha,1,Lancar,227,5,Tidak Layak
29,1,Pelajar,1,Lancar,173,15,Tidak Layak
45,18,PNS,4,Lancar,83,5,Layak
38,3,Tidak Bekerja,3,Lancar,249,25,Tidak Layak
58,18,PNS,1,Lancar,487,20,Layak
22,12,Pelajar,4,Lancar,346,5,Tidak Layak
32,17,Wirausaha,5,Lancar,388,10,Layak
47,2,PNS,5,Lancar,224,10,Tidak Layak
39,9,Wirausaha,4,Lancar,321,15,Layak
47,11,Tidak Bekerja,4,Lancar,325,5,Tidak Layak
27,14,PNS,5,Lancar,200,15,Layak
60,5,Wirausaha,3,Lancar,296,10,Tidak Layak
58,7,PNS,4,Macet,350,10,Tidak Layak
20,18,Swasta,4,Macet,352,10,Tidak Layak
22,14,Swasta,3,Lancar,260,15,Layak
32,4,Pelajar,4,Lancar,196,25,Tidak Layak
47,9,PNS,0,Macet,54,10,Layak
44,7,Pelajar,2,Lancar,204,10,Layak
52,15,PNS,5,Lancar,292,10,Layak
57,18,PNS,2,Macet,53,5,Layak
25,4,Pelajar,2,Lancar,414,25,Tidak Layak
51,10,Swasta,4,Lancar,257,5,Tidak Layak
40,13,Tidak Bekerja,1,Macet,66,25,Layak
35,18,Swasta,2,Lancar,352,25,Layak
40,21,Swasta,3,Lancar,177,25,Layak
30,5,Wirausaha,1,Lancar,168,10,Layak
56,21,Wirausaha,2,Lancar,246,5,Tidak Layak
55,5,PNS,0,Lancar,344,5,Layak
54,19,Wirausaha,3,Lancar,480,5,Tidak Layak
38,17,Swasta,4,Lancar,119,15,Layak
39,13,Wirausaha,5,Lancar,160,10,Layak
37,4,Wirausaha,0,Lancar,456,25,Tidak Layak
60,18,Wirausaha,4,Lancar,475,5,Tidak Layak
33,3,Wirausaha,2,Macet,320,10,Tidak Layak
34,22,Tidak Bekerja,1,Macet,54,20,Layak
50,10,Wirausaha,2,Lancar,265,5,Layak
20,2,Swasta,0,Lancar,248,20,Tidak Layak
22,21,Tidak Bekerja,1,Lancar,482,5,Tidak Layak
35,11,PNS,0,Lancar,175,25,Layak
42,3,Swasta,0,Macet,399,20,Tidak Layak
30,5,Swasta,5,Lancar,273,5,Layak
31,18,Swasta,3,Lancar,169,25,Layak
29,21,Wirausaha,3,Lancar,288,20,Layak
51,20,PNS,0,Lancar,461,15,Layak
35,1,Swasta,3,Lancar,413,25,Tidak Layak
27,19,Swasta,0,Lancar,455,15,Layak
57,22,Pelajar,0,Lancar,291,15,Tidak Layak
31,10,Swasta,1,Lancar,452,15,Layak
43,1,Wirausaha,5,Lancar,217,10,Tidak Layak
47,8,PNS,4,Macet,478,5,Tidak Layak
27,17,Pelajar,3,Lancar,82,10,Layak
47,2,Swasta,0,Lancar,288,10,Tidak Layak
55,6,Pelajar,3,Lancar,465,25,Tidak Layak
45,21,Pelajar,0,Lancar,194,5,Tidak Layak
27,21,Swasta,4,Lancar,168,20,Layak
47,14,PNS,0,Lancar,436,15,Layak
47,9,Wirausaha,1,Lancar,164,25,Layak
56,9,Wirausaha,0,Lancar,465,5,Tidak Layak
60,6,PNS,4,Lancar,478,20,Layak
55,9,Swasta,5,Lancar,82,10,Layak
46,2,Swasta,4,Lancar,144,25,Tidak Layak
36,3,PNS,3,Lancar,424,15,Tidak Layak
28,24,Swasta,5,Lancar,157,5,Layak
52,21,Swasta,0,Lancar,124,20,Layak
39,23,Pelajar,5,Lancar,415,15,Layak
32,4,Pelajar,4,Lancar,487,5,Tidak Layak
47,2,Tidak Bekerja,0,Lancar,494,5,Tidak Layak
48,16,Swasta,3,Lancar,154,15,Layak
32,15,Swasta,5,Lancar,420,15,Layak
54,3,Wirausaha,5,Lancar,288,15,Tidak Layak
25,14,Pelajar,0,Lancar,298,15,Layak
37,22,Pelajar,0,Lancar,327,20,Layak
24,1,Swasta,1,Macet,429,5,Tidak Layak
44,20,PNS,3,Lancar,126,20,Layak
21,13,Swasta,5,Lancar,389,10,Tidak Layak
29,7,Swasta,5,Lancar,278,10,Layak
49,14,Swasta,3,Lancar,474,20,Layak
24,11,Swasta,2,Lancar,421,25,Layak
52,10,PNS,5,Lancar,499,25,Layak
20,11,Wirausaha,5,Lancar,134,15,Layak
37,14,PNS,1,Lancar,104,25,Layak
51,2,Tidak Bekerja,1,Lancar,499,15,Tidak Layak
30,7,Pelajar,0,Lancar,184,15,Layak
40,2,PNS,1,Lancar,209,5,Tidak Layak
45,17,Wirausaha,2,Lancar,444,25,Layak
44,7,Wirausaha,5,Lancar,175,25,Layak
41,6,Wirausaha,4,Lancar,245,5,Layak
46,4,Wirausaha,3,Lancar,177,20,Tidak Layak
32,11,Swasta,4,Lancar,464,20,Layak
52,5,Wirausaha,4,Macet,241,5,Tidak Layak
53,19,Pelajar,5,Lancar,321,5,Tidak Layak
60,24,Swasta,4,Lancar,132,5,Tidak Layak
54,15,Tidak Bekerja,4,Lancar,174,25,Layak
20,5,Swasta,1,Lancar,430,15,Tidak Layak
40,24,Tidak Bekerja,2,Lancar,208,20,Layak
25,21,Swasta,5,Lancar,223,10,Layak
47,22,Swasta,1,Lancar,431,5,Layak
36,2,Tidak Bekerja,3,Lancar,334,15,Tidak Layak
24,4,Swasta,5,Lancar,103,10,Tidak Layak
50,14,Wirausaha,2,Macet,203,20,Layak
24,4,PNS,5,Lancar,314,25,Tidak Layak
57,21,Swasta,2,Macet,92,10,Tidak Layak
22,2,PNS,5,Lancar,449,5,Tidak Layak
42,4,Wirausaha,4,Lancar,320,10,Tidak Layak
56,24,Pelajar,5,Macet,79,20,Tidak Layak
56,15,Swasta,5,Lancar,403,10,Tidak Layak
29,8,Swasta,5,Lancar,71,5,Layak
29,9,Swasta,4,Lancar,268,25,Layak
38,16,Wirausaha,4,Lancar,80,10,Layak
36,12,PNS,3,Lancar,475,5,Layak
40,2,PNS,5,Lancar,272,5,Tidak Layak
33,4,Swasta,3,Macet,103,10,Tidak Layak
28,6,Wirausaha,2,Lancar,180,20,Layak
20,11,Wirausaha,5,Lancar,164,5,Tidak Layak
32,3,Swasta,0,Lancar,185,20,Tidak Layak
23,16,Swasta,2,Macet,347,5,Tidak Layak
20,13,Pelajar,0,Macet,384,20,Tidak Layak
59,3,PNS,3,Lancar,242,5,Tidak Layak
51,7,Pelajar,3,Lancar,461,25,Tidak Layak
53,2,Swasta,2,Lancar,286,20,Tidak Layak
47,18,Tidak Bekerja,0,Lancar,379,20,Layak
50,10,PNS,3,Lancar,163,10,Layak
27,7,Swasta,5,Lancar,79,20,Layak
58,6,PNS,2,Lancar,182,25,Layak
45,4,Pelajar,0,Lancar,445,15,Tidak Layak
53,1,Wirausaha,4,Lancar,295,25,Tidak Layak
22,5,Swasta,4,Lancar,402,5,Tidak Layak
31,11,Tidak Bekerja,0,Lancar,149,15,Layak
20,10,Swasta,2,Lancar,114,25,Layak
24,12,Swasta,1,Lancar,246,15,Layak
49,15,Swasta,3,Lancar,493,25,Layak
49,5,Pelajar,1,Lancar,175,15,Layak
36,24,Swasta,0,Macet,254,5,Tidak Layak
42,6,Pelajar,2,Lancar,257,10,Tidak Layak
34,2,Swasta,4,Lancar,163,15,Tidak Layak
56,17,Wirausaha,5,Lancar,411,20,Layak
40,2,PNS,4,Macet,487,10,Tidak Layak
33,19,Swasta,2,Lancar,282,10,Layak
21,24,Pelajar,3,Macet,124,15,Tidak Layak
30,20,PNS,5,Lancar,440,25,Layak
58,3,Wirausaha,3,Lancar,415,5,Tidak Layak
57,22,Pelajar,0,Lancar,448,20,Tidak Layak
53,18,Wirausaha,2,Lancar,456,10,Tidak Layak
57,14,PNS,4,Macet,202,25,Layak
53,8,Wirausaha,1,Lancar,155,5,Tidak Layak
37,18,PNS,2,Lancar,372,20,Layak
49,11,Wirausaha,2,Macet,86,5,Tidak Layak
34,1,Wirausaha,1,Lancar,145,15,Tidak Layak
46,18,Swasta,2,Lancar,341,5,Layak
53,18,Swasta,2,Lancar,324,10,Tidak Layak
57,24,Wirausaha,3,Lancar,358,5,Tidak Layak
52,11,Swasta,5,Lancar,350,20,Layak
43,3,PNS,3,Lancar,166,15,Tidak Layak
34,10,Wirausaha,0,Lancar,79,15,Layak
49,1,Pelajar,1,Lancar,225,10,Tidak Layak
36,3,Swasta,2,Lancar,213,15,Tidak Layak
24,23,Swasta,1,Macet,201,15,Tidak Layak
48,8,Wirausaha,0,Macet,212,5,Tidak Layak
23,20,PNS,5,Macet,236,15,Tidak Layak
29,2,Tidak Bekerja,2,Lancar,460,5,Tidak Layak
36,6,Swasta,5,Lancar,306,5,Layak
29,22,Swasta,2,Lancar,111,10,Layak
36,1,Swasta,3,Lancar,84,20,Tidak Layak
39,8,Swasta,3,Lancar,169,15,Layak
43,17,Pelajar,2,Lancar,496,20,Layak
24,6,PNS,4,Lancar,245,15,Layak
53,19,Wirausaha,4,Lancar,440,20,Layak
25,19,Pelajar,4,Lancar,454,10,Layak
21,9,Pelajar,4,Lancar,119,25,Layak
32,16,Wirausaha,1,Macet,263,25,Layak
30,23,Pelajar,3,Lancar,195,20,Layak
42,9,Swasta,2,Macet,160,25,Layak
35,18,Pelajar,4,Macet,256,15,Tidak Layak
50,20,Wirausaha,5,Lancar,387,5,Layak
30,4,Swasta,1,Lancar,145,10,Tidak Layak
35,2,Swasta,1,Lancar,303,5,Tidak Layak
27,8,Tidak Bekerja,4,Lancar,312,10,Layak
23,18,Tidak Bekerja,2,Lancar,405,20,Tidak Layak
59,1,Tidak Bekerja,4,Lancar,240,20,Tidak Layak
23,19,Wirausaha,0,Lancar,75,20,Layak
44,16,Swasta,5,Lancar,367,25,Layak
22,11,Wirausaha,0,Macet,476,25,Tidak Layak
51,17,Swasta,3,Lancar,275,25,Layak
22,4,Pelajar,2,Lancar,488,10,Tidak Layak
46,9,Tidak Bekerja,2,Macet,455,25,Tidak Layak
48,21,Wirausaha,2,Lancar,290,5,Layak
51,7,Swasta,4,Lancar,249,25,Layak
38,6,Swasta,1,Lancar,145,25,Layak
40,16,Pelajar,3,Lancar,298,10,Layak
24,19,Swasta,1,Lancar,499,5,Tidak Layak
37,17,PNS,0,Lancar,499,5,Layak
47,15,Wirausaha,3,Lancar,276,10,Layak
41,11,Pelajar,3,Lancar,267,15,Layak
40,13,Wirausaha,0,Lancar,310,15,Layak
25,4,PNS,1,Lancar,121,5,Tidak Layak
20,8,PNS,0,Macet,175,25,Layak
24,10,PNS,3,Lancar,75,25,Layak
60,2,Tidak Bekerja,3,Macet,346,20,Tidak Layak
31,12,Pelajar,2,Lancar,145,25,Layak
45,5,Wirausaha,5,Lancar,363,25,Layak
53,4,Swasta,4,Macet,399,20,Tidak Layak
33,1,Swasta,0,Lancar,366,10,Tidak Layak
45,2,Wirausaha,0,Lancar,337,25,Tidak Layak
46,19,Swasta,2,Macet,334,5,Tidak Layak
28,10,Wirausaha,5,Lancar,319,10,Layak
45,15,PNS,4,Lancar,78,5,Layak
41,3,Tidak Bekerja,2,Lancar,77,10,Tidak Layak
49,21,Swasta,3,Lancar,195,25,Layak
36,5,Swasta,0,Lancar,477,15,Layak
45,9,Pelajar,5,Lancar,345,25,Layak
55,15,Pelajar,0,Lancar,248,10,Tidak Layak
20,13,Tidak Bekerja,1,Lancar,431,15,Tidak Layak
27,12,Swasta,0,Lancar,103,20,Layak
54,16,Wirausaha,4,Lancar,186,15,Layak
34,20,Swasta,3,Lancar,413,5,Layak
41,22,PNS,2,Lancar,281,15,Layak
33,6,Wirausaha,0,Lancar,347,25,Layak
45,4,Wirausaha,0,Lancar,427,10,Tidak Layak
47,12,Wirausaha,2,Lancar,113,20,Layak
42,19,Pelajar,2,Lancar,396,10,Tidak Layak
33,19,Pelajar,1,Lancar,71,10,Layak
43,1,Swasta,5,Lancar,344,15,Tidak Layak
21,15,Tidak Bekerja,5,Lancar,183,25,Layak
45,11,Tidak Bekerja,2,Lancar,262,10,Tidak Layak
33,22,Swasta,3,Lancar,186,20,Layak
26,3,Pelajar,0,Lancar,235,5,Tidak Layak
22,5,Wirausaha,3,Macet,197,10,Tidak Layak
42,16,Pelajar,5,Lancar,369,5,Tidak Layak
37,24,Pelajar,3,Macet,397,15,Tidak Layak
57,10,Wirausaha,2,Lancar,67,20,Layak
54,24,Wirausaha,2,Macet,297,5,Tidak Layak
34,11,Swasta,0,Lancar,178,10,Layak
44,1,Swasta,2,Macet,225,10,Tidak Layak
56,3,Swasta,2,Lancar,330,10,Tidak Layak
47,2,Swasta,0,Macet,409,20,Tidak Layak
29,1,Wirausaha,4,Lancar,403,25,Tidak Layak
58,3,Swasta,0,Macet,405,25,Tidak Layak
36,23,Wirausaha,5,Lancar,370,10,Layak
58,19,Swasta,3,Lancar,445,5,Tidak Layak
41,11,Swasta,1,Macet,492,25,Tidak Layak
45,11,Swasta,3,Macet,64,15,Layak
44,16,PNS,5,Lancar,84,10,Layak
36,19,Wirausaha,0,Lancar,90,15,Layak
32,6,Swasta,3,Lancar,299,15,Layak
39,21,Swasta,5,Macet,493,15,Tidak Layak
44,13,Swasta,5,Lancar,437,10,Layak
23,6,Pelajar,4,Lancar,180,20,Layak
29,3,Wirausaha,2,Lancar,403,20,Tidak Layak
22,24,Wirausaha,3,Lancar,88,20,Layak
60,24,Pelajar,2,Macet,432,5,Tidak Layak
37,22,PNS,5,Lancar,381,25,Layak
55,4,Swasta,3,Lancar,418,15,Tidak Layak
41,19,PNS,4,Lancar,494,5,Layak
53,5,Pelajar,2,Lancar,187,10,Tidak Layak
27,7,Wirausaha,3,Lancar,372,20,Layak
59,1,Swasta,1,Lancar,122,25,Tidak Layak
38,18,Swasta,4,Lancar,284,15,Layak
60,15,Tidak Bekerja,2,Lancar,311,25,Layak
56,14,PNS,1,Lancar,60,10,Layak
25,14,Wirausaha,3,Lancar,326,20,Layak
45,11,Tidak Bekerja,0,Lancar,342,5,Tidak Layak
53,5,Swasta,4,Lancar,292,10,Tidak Layak
25,22,PNS,5,Lancar,223,5,Layak
56,1,Pelajar,3,Lancar,444,15,Tidak Layak
52,17,Swasta,4,Lancar,177,5,Tidak Layak
41,22,PNS,1,Lancar,180,20,Layak
40,22,Swasta,5,Lancar,160,10,Layak
25,1,Tidak Bekerja,2,Lancar,373,5,Tidak Layak
25,15,Swasta,2,Lancar,401,5,Layak
23,5,Pelajar,2,Lancar,199,15,Layak
49,6,PNS,4,Lancar,482,20,Layak
30,13,Wirausaha,4,Lancar,237,5,Layak
49,2,Pelajar,0,Lancar,424,5,Tidak Layak
50,14,Swasta,0,Lancar,292,5,Layak
43,21,Pelajar,3,Lancar,137,25,Layak
28,21,Pelajar,3,Lancar,121,20,Layak
22,5,Swasta,2,Lancar,230,5,Tidak Layak
50,14,Wirausaha,3,Lancar,56,15,Layak
59,1,PNS,4,Lancar,487,25,Tidak Layak
56,16,Tidak Bekerja,4,Lancar,192,10,Tidak Layak
55,9,PNS,1,Lancar,271,10,Layak
43,1,Wirausaha,4,Macet,183,5,Tidak Layak
50,18,Swasta,4,Macet,473,10,Tidak Layak
25,2,Swasta,5,Lancar,282,15,Tidak Layak
21,3,Swasta,4,Lancar,266,5,Tidak Layak
39,22,Wirausaha,0,Lancar,126,10,Layak
47,9,Tidak Bekerja,2,Lancar,386,5,Tidak Layak
30,9,Wirausaha,5,Lancar,320,5,Layak
23,13,Swasta,1,Lancar,416,10,Tidak Layak
34,11,Swasta,0,Lancar,360,15,Layak
25,13,Swasta,1,Lancar,186,10,Layak
49,7,Wirausaha,3,Lancar,146,20,Layak
57,2,PNS,2,Lancar,230,15,Tidak Layak
21,15,Tidak Bekerja,1,Lancar,322,15,Tidak Layak
34,8,Swasta,5,Lancar,225,5,Layak
30,13,PNS,2,Macet,451,20,Layak
27,4,Swasta,3,Lancar,331,5,Tidak Layak
45,3,Wirausaha,4,Lancar,267,15,Tidak Layak
24,4,Wirausaha,4,Lancar,391,25,Tidak Layak
25,9,Pelajar,3,Lancar,495,15,Layak
45,8,Pelajar,1,Macet,351,25,Tidak Layak
23,21,Tidak Bekerja,5,Lancar,478,15,Tidak Layak
38,5,PNS,1,Lancar,229,10,Layak
39,3,Wirausaha,3,Lancar,142,20,Tidak Layak
52,3,Wirausaha,4,Lancar,336,5,Tidak Layak
39,20,Pelajar,3,Lancar,499,5,Layak
31,1,Wirausaha,1,Macet,125,20,Tidak Layak
20,21,PNS,3,Lancar,144,20,Layak
45,5,Swasta,5,Lancar,304,25,Layak
33,2,Swasta,4,Lancar,193,20,Tidak Layak
57,16,Wirausaha,4,Lancar,359,20,Layak
56,21,Swasta,1,Macet,210,5,Tidak Layak
30,11,Swasta,0,Lancar,378,20,Layak
55,15,Swasta,0,Macet,91,25,Tidak Layak
32,3,Wirausaha,3,Macet,132,25,Tidak Layak
22,6,Swasta,3,Lancar,427,25,Layak
52,24,Pelajar,3,Macet,206,5,Tidak Layak
25,14,Wirausaha,1,Lancar,74,25,Layak
29,12,Wirausaha,4,Lancar,98,20,Layak
24,18,Wirausaha,2,Lancar,487,25,Layak
42,6,Pelajar,1,Lancar,357,10,Tidak Layak
29,6,Pelajar,1,Lancar,386,15,Layak
21,2,Wirausaha,4,Lancar,126,15,Tidak Layak
32,3,PNS,5,Lancar,240,10,Tidak Layak
59,4,PNS,3,Lancar,138,25,Tidak Layak
21,22,Swasta,0,Lancar,202,5,Tidak Layak
39,19,Tidak Bekerja,0,Lancar,304,10,Layak
20,14,Wirausaha,1,Lancar,417,20,Layak
56,19,PNS,1,Macet,138,15,Layak
28,9,Swasta,5,Lancar,138,10,Layak
36,2,Pelajar,0,Lancar,349,20,Tidak Layak
28,1,Pelajar,1,Lancar,99,15,Tidak Layak
30,1,Tidak Bekerja,1,Lancar,341,5,Tidak Layak
34,19,Swasta,0,Lancar,408,5,Layak
43,3,Tidak Bekerja,0,Lancar,440,15,Tidak Layak
57,11,Swasta,2,Lancar,232,10,Layak
54,16,Swasta,5,Lancar,138,15,Layak
49,17,Pelajar,2,Lancar,188,15,Layak
50,4,Pelajar,4,Lancar,97,15,Tidak Layak
24,20,Wirausaha,5,Lancar,320,15,Layak
33,21,Pelajar,3,Lancar,498,20,Layak
30,13,Wirausaha,4,Macet,105,10,Layak
28,16,Swasta,5,Macet,171,10,Layak
53,2,PNS,5,Lancar,485,10,Tidak Layak
31,4,PNS,4,Lancar,211,15,Tidak Layak
54,15,Swasta,5,Lancar,472,5,Tidak Layak
54,2,Pelajar,4,Lancar,393,25,Tidak Layak
20,5,Wirausaha,2,Lancar,401,15,Tidak Layak
59,8,PNS,1,Lancar,135,20,Layak
41,21,Wirausaha,2,Macet,126,25,Layak
48,18,Swasta,3,Lancar,292,20,Layak
27,1,Pelajar,1,Lancar,388,15,Tidak Layak
30,12,Swasta,0,Lancar,209,15,Layak
60,21,PNS,2,Lancar,64,5,Layak
56,16,Tidak Bekerja,0,Lancar,315,5,Tidak Layak
33,17,Pelajar,2,Lancar,56,10,Layak
49,3,PNS,0,Lancar,274,20,Tidak Layak
54,2,Tidak Bekerja,1,Lancar,305,20,Tidak Layak
40,24,Wirausaha,5,Lancar,219,10,Layak
56,16,PNS,3,Macet,490,20,Tidak Layak
24,24,Swasta,1,Lancar,179,25,Layak
38,24,PNS,4,Lancar,252,10,Layak
33,19,Swasta,1,Lancar,136,5,Layak
45,12,PNS,2,Lancar,305,20,Layak
23,2,PNS,3,Lancar,53,20,Tidak Layak
44,1,Pelajar,0,Lancar,342,20,Tidak Layak
44,3,PNS,0,Lancar,55,5,Tidak Layak
37,4,Wirausaha,0,Lancar,115,20,Tidak Layak
59,1,Pelajar,5,Lancar,98,25,Tidak Layak
27,19,Pelajar,5,Lancar,330,25,Layak
58,20,Pelajar,3,Lancar,361,10,Tidak Layak
59,22,Swasta,3,Macet,395,15,Tidak Layak
33,18,PNS,1,Macet,113,25,Layak
51,20,Swasta,1,Lancar,248,5,Tidak Layak
57,11,PNS,1,Macet,276,5,Tidak Layak
52,4,Pelajar,1,Lancar,284,5,Tidak Layak
42,1,Wirausaha,0,Macet,155,25,Tidak Layak
34,9,Pelajar,2,Lancar,278,25,Layak
52,1,Swasta,4,Lancar,161,20,Tidak Layak
44,4,Pelajar,3,Macet,493,5,Tidak Layak
36,13,Swasta,3,Lancar,472,5,Layak
52,19,PNS,1,Lancar,334,20,Layak
21,19,Pelajar,3,Lancar,476,10,Tidak Layak
33,3,PNS,4,Lancar,78,20,Tidak Layak
59,7,Wirausaha,1,Lancar,314,5,Tidak Layak
59,20,Pelajar,1,Macet,127,20,Tidak Layak
58,7,Swasta,2,Lancar,62,10,Layak
25,4,PNS,5,Lancar,64,10,Tidak Layak
25,13,Swasta,3,Lancar,304,5,Layak
22,11,Swasta,3,Lancar,77,10,Layak
26,3,PNS,0,Lancar,312,15,Tidak Layak
27,1,Wirausaha,4,Lancar,460,20,Tidak Layak
34,4,Wirausaha,0,Lancar,137,15,Tidak Layak
48,9,Wirausaha,3,Lancar,228,10,Layak
52,23,Wirausaha,2,Lancar,129,5,Tidak Layak
49,20,Pelajar,4,Lancar,337,10,Tidak Layak
58,17,Swasta,4,Lancar,450,15,Tidak Layak
46,2,Tidak Bekerja,1,Lancar,188,20,Tidak Layak
55,22,Pelajar,4,Lancar,201,20,Layak
48,13,Swasta,0,Macet,439,25,Tidak Layak
57,19,Swasta,5,Lancar,128,25,Layak
52,24,PNS,0,Lancar,366,5,Layak
56,12,Wirausaha,1,Lancar,163,15,Layak
46,8,PNS,2,Macet,215,15,Layak
52,23,Pelajar,3,Lancar,95,15,Layak
23,2,Swasta,5,Lancar,433,5,Tidak Layak
41,23,Wirausaha,5,Lancar,423,15,Layak
21,23,Wirausaha,3,Lancar,177,5,Tidak Layak
29,17,Pelajar,2,Lancar,180,25,Layak
24,24,Tidak Bekerja,5,Macet,160,20,Tidak Layak
29,12,Pelajar,4,Lancar,99,15,Layak
52,19,Tidak Bekerja,4,Lancar,493,15,Tidak Layak
57,10,Pelajar,5,Lancar,450,25,Tidak Layak
32,6,Wirausaha,5,Lancar,63,10,Layak
50,6,Pelajar,1,Lancar,90,20,Layak
55,7,Pelajar,2,Lancar,320,5,Tidak Layak
43,14,PNS,3,Lancar,180,20,Layak
34,10,PNS,0,Lancar,212,15,Layak
48,13,Pelajar,4,Lancar,65,25,Layak
27,24,Swasta,0,Lancar,450,25,Layak
24,4,Wirausaha,1,Lancar,83,15,Tidak Layak
48,3,Pelajar,1,Lancar,359,15,Tidak Layak
23,6,PNS,3,Lancar,114,5,Layak
31,5,Pelajar,3,Lancar,205,15,Layak
21,16,Pelajar,0,Lancar,191,5,Tidak Layak
46,23,Swasta,3,Lancar,401,10,Layak
50,7,Wirausaha,3,Lancar,407,20,Layak
55,1,Tidak Bekerja,3,Lancar,345,15,Tidak Layak
55,22,Wirausaha,0,Lancar,271,15,Layak
45,2,Swasta,5,Macet,78,5,Tidak Layak
46,24,Wirausaha,5,Lancar,453,20,Layak
24,14,Tidak Bekerja,4,Lancar,418,5,Tidak Layak
39,1,Tidak Bekerja,2,Lancar,378,5,Tidak Layak
30,8,PNS,5,Lancar,357,20,Layak
29,1,Swasta,3,Lancar,305,20,Tidak Layak
59,24,PNS,1,Lancar,87,5,Layak
57,13,Swasta,1,Lancar,353,25,Layak
25,6,Wirausaha,2,Lancar,265,25,Layak
27,11,PNS,4,Lancar,221,20,Layak
42,20,Swasta,4,Lancar,287,10,Layak
45,11,Pelajar,1,Macet,118,20,Tidak Layak
31,21,Pelajar,0,Lancar,314,20,Layak
45,1,Pelajar,5,Lancar,455,15,Tidak Layak
32,10,PNS,4,Lancar,499,5,Layak
59,10,Wirausaha,4,Lancar,300,20,Layak
37,2,Swasta,4,Lancar,114,20,Tidak Layak
44,9,Pelajar,4,Lancar,445,10,Tidak Layak
52,5,Swasta,1,Lancar,385,15,Tidak Layak
59,5,Tidak Bekerja,1,Lancar,224,10,Tidak Layak
31,3,Pelajar,4,Macet,220,5,Tidak Layak
55,13,Swasta,1,Macet,330,15,Tidak Layak
23,16,Swasta,1,Lancar,312,25,Layak
24,23,Swasta,5,Lancar,153,15,Layak
56,15,Tidak Bekerja,2,Lancar,387,5,Tidak Layak
27,2,Swasta,5,Lancar,242,10,Tidak Layak
47,9,Wirausaha,5,Lancar,491,25,Layak
50,15,Swasta,4,Lancar,311,10,Layak
28,8,PNS,4,Lancar,419,5,Layak
48,4,Swasta,5,Lancar,421,10,Tidak Layak
33,9,Pelajar,5,Lancar,51,10,Layak
59,7,Pelajar,3,Lancar,477,15,Tidak Layak
60,12,Pelajar,2,Lancar,285,15,Tidak Layak
41,24,Swasta,1,Lancar,137,10,Layak
30,4,Tidak Bekerja,4,Lancar,80,15,Tidak Layak
42,20,Wirausaha,0,Lancar,180,5,Layak
20,6,Swasta,1,Lancar,332,25,Layak
56,9,Swasta,2,Lancar,486,25,Layak
40,8,Wirausaha,4,Lancar,106,15,Layak
45,9,Swasta,1,Macet,469,25,Tidak Layak
55,13,Tidak Bekerja,3,Lancar,398,10,Tidak Layak
42,22,PNS,0,Lancar,251,10,Layak
20,23,Swasta,4,Lancar,473,25,Layak
59,15,Wirausaha,1,Lancar,75,20,Layak
34,14,Wirausaha,4,Lancar,371,20,Layak
40,19,Swasta,1,Lancar,85,20,Layak
28,22,Wirausaha,5,Lancar,302,10,Layak
28,15,Pelajar,3,Lancar,457,20,Layak
29,20,PNS,2,Lancar,302,25,Layak
45,23,PNS,4,Lancar,389,5,Layak
60,18,Swasta,0,Lancar,395,15,Tidak Layak
54,16,Wirausaha,2,Lancar,375,15,Tidak Layak
44,5,Wirausaha,2,Lancar,476,5,Layak
45,1,Wirausaha,4,Lancar,294,10,Tidak Layak
